x, y, xFulc, yFulc 
186, 351, 278, 712
186, 351, 278, 712
185, 353, 278, 712
185, 352, 278, 712
185, 352, 278, 712
184, 353, 278, 712
185, 352, 278, 712
185, 352, 278, 712
184, 352, 278, 712
184, 352, 278, 712
184, 354, 278, 712
184, 352, 278, 712
183, 354, 278, 712
183, 354, 278, 712
183, 353, 278, 712
183, 354, 278, 712
182, 355, 278, 712
182, 354, 278, 712
182, 354, 278, 712
182, 355, 278, 712
182, 355, 278, 712
181, 355, 278, 712
181, 354, 278, 712
181, 354, 278, 712
181, 355, 278, 712
181, 354, 278, 712
181, 355, 278, 712
180, 355, 278, 712
180, 355, 278, 712
180, 355, 278, 712
180, 356, 278, 712
179, 355, 278, 712
179, 356, 278, 712
179, 355, 278, 712
179, 356, 278, 712
179, 356, 278, 712
179, 356, 278, 712
178, 356, 278, 712
178, 356, 278, 712
178, 356, 278, 712
178, 356, 278, 712
178, 356, 278, 712
176, 356, 278, 712
177, 356, 278, 712
177, 356, 278, 712
176, 356, 278, 712
177, 357, 278, 712
176, 357, 278, 712
176, 357, 278, 712
176, 357, 278, 712
175, 357, 278, 712
175, 357, 278, 712
175, 357, 278, 712
175, 357, 278, 712
174, 356, 278, 712
174, 357, 278, 712
174, 357, 278, 712
174, 358, 278, 712
174, 358, 278, 712
173, 357, 278, 712
173, 357, 278, 712
173, 358, 278, 712
173, 358, 278, 712
173, 358, 278, 712
173, 358, 278, 712
173, 359, 278, 712
173, 359, 278, 712
172, 358, 278, 712
172, 359, 278, 712
172, 359, 278, 712
171, 359, 278, 712
171, 359, 278, 712
171, 359, 278, 712
171, 359, 278, 712
170, 359, 278, 712
171, 359, 278, 712
170, 359, 278, 712
170, 359, 278, 712
170, 359, 278, 712
170, 360, 278, 712
170, 360, 278, 712
169, 360, 278, 712
169, 360, 278, 712
169, 360, 278, 712
169, 360, 278, 712
169, 360, 278, 712
168, 360, 278, 712
168, 360, 278, 712
168, 360, 278, 712
168, 360, 278, 712
167, 360, 278, 712
167, 360, 278, 712
167, 360, 278, 712
167, 361, 278, 712
167, 361, 278, 712
166, 361, 278, 712
166, 361, 278, 712
166, 362, 278, 712
166, 361, 278, 712
166, 361, 278, 712
165, 361, 278, 712
165, 361, 278, 712
165, 362, 278, 712
165, 362, 278, 712
166, 362, 278, 712
164, 361, 278, 712
164, 362, 278, 712
164, 361, 278, 712
164, 362, 278, 712
164, 362, 278, 712
164, 362, 278, 712
164, 362, 278, 712
164, 362, 278, 712
163, 362, 278, 712
163, 362, 278, 712
164, 362, 278, 712
163, 362, 278, 712
163, 362, 278, 712
162, 362, 278, 712
162, 362, 278, 712
162, 362, 278, 712
162, 362, 278, 712
161, 363, 278, 712
161, 363, 278, 712
161, 363, 278, 712
161, 363, 278, 712
161, 363, 278, 712
160, 363, 278, 712
161, 363, 278, 712
160, 363, 278, 712
160, 363, 278, 712
160, 363, 278, 712
160, 363, 278, 712
159, 364, 278, 712
159, 364, 278, 712
159, 364, 278, 712
159, 364, 278, 712
159, 364, 278, 712
158, 364, 278, 712
159, 365, 278, 712
158, 364, 278, 712
158, 364, 278, 712
158, 364, 278, 712
157, 365, 278, 712
157, 364, 278, 712
157, 365, 278, 712
158, 365, 278, 712
157, 365, 278, 712
157, 365, 278, 712
157, 365, 278, 712
156, 365, 278, 712
156, 365, 278, 712
155, 365, 278, 712
156, 365, 278, 712
156, 365, 278, 712
155, 365, 278, 712
155, 365, 278, 712
156, 366, 278, 712
154, 365, 278, 712
155, 366, 278, 712
154, 366, 278, 712
154, 366, 278, 712
154, 366, 278, 712
154, 366, 278, 712
